
   916202      4 -rw-r--r--   1 root     root          470 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-sklearn.utils.py
   916350      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkIOEnSight.py
   916218      4 -rw-r--r--   1 root     root          810 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-sunpy.py
   916257      4 -rw-r--r--   1 root     root          542 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_markdown.py
   915891      4 -rw-r--r--   1 root     root          608 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-dateparser.utils.strptime.py
   915977      4 -rw-r--r--   1 root     root          586 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-jaraco.text.py
   916361      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkIOH5part.py
   916284      4 -rw-r--r--   1 root     root          508 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-umap.py
   916144      4 -rw-r--r--   1 root     root          520 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-pyvjoy.py
   916419      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkRenderingHyperTreeGrid.py
   916106      4 -rw-r--r--   1 root     root         1026 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-pyexcel_io.py
   916091      4 -rw-r--r--   1 root     root          727 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-pyarrow.py
   916263      4 -rw-r--r--   1 root     root          534 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_rca.py
   916334      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersTensor.py
   916405      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkInteractionImage.py
   916372      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkIOMovie.py
   916300      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkCommonExecutionModel.py
   915974      4 -rw-r--r--   1 root     root          539 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-intake.py
   916007      4 -rw-r--r--   1 root     root          939 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-logilab.py
   916456      4 -rw-r--r--   1 root     root          455 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-wx.xrc.py
   915985      4 -rw-r--r--   1 root     root          828 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-jsonschema.py
   916316      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersGeometryPreview.py
   916258      4 -rw-r--r--   1 root     root          544 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-trame_matplotlib.py
   916318      4 -rw-r--r--   1 root     root          560 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-vtkmodules.vtkFiltersHyperTree.py
   916080      4 -rw-r--r--   1 root     root          839 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-platformdirs.py
   915965      4 -rw-r--r--   1 root     root          583 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-hdf5plugin.py
   916204      4 -rw-r--r--   1 root     root          532 Jul 21 14:56 /usr/local/lib/python3.11/dist-packages/_pyinstaller_hooks_contrib/stdhooks/hook-slixmpp.py
